,Mes,Item_Commodity,CantidadPedida,CantidadRecibida,PrecioUnitario,Total
7415,2019-07,7354,8.0,8.0,7.545,60.36
7416,2019-07,7356,900.0,0.0,0.5085,457.65000000000003
7417,2019-07,7358,100.0,0.0,3.5797,357.97
7418,2019-07,7371,20.0,0.0,3.765717,75.31
7419,2019-07,7374,300.0,300.0,8.8983,2669.49
7420,2019-07,7384,480.0,480.0,2.704987,1298.39
7421,2019-07,7386,20.0,20.0,36.809524,736.19
7422,2019-07,7387,55.0,55.0,3.000375,165.02
7423,2019-07,7393,44.0,44.0,10.320992,454.12
7424,2019-07,7402,28.0,28.0,6.412143,179.54
7425,2019-07,7408,500.0,400.0,2.895,1447.5
7426,2019-07,7410,10.0,10.0,6.837,68.37
7427,2019-07,7416,182.0,0.0,0.757142,137.8
7428,2019-07,7432,4500.0,4500.0,0.44064,1982.88
7429,2019-07,7434,100.0,100.0,0.072,7.2
7430,2019-07,7441,900.0,900.0,0.183621,165.26
7431,2019-07,7443,600.0,600.0,25.4237,15254.22
7432,2019-07,7444,70.0,70.0,107.542373,7527.969999999999
7433,2019-07,7458,58.0,58.0,84.743679,4915.13
7434,2019-07,7459,1000.0,1000.0,2.118644,2118.64
7435,2019-07,7462,15.0,15.0,41.314075,619.71
7436,2019-07,7464,10.0,0.0,5.0901,50.9
7437,2019-07,7466,1290.0,0.0,0.22329999999999997,288.06
7438,2019-07,7476,336.0,336.0,1.1805,396.65000000000003
7439,2019-07,7477,170.0,170.0,15.2542,2593.21
7440,2019-07,7478,20.0,20.0,13.3,266.0
7441,2019-07,7482,100.0,0.0,1.864728,186.47
7442,2019-07,7496,112.0,112.0,3.58853,401.92
7443,2019-07,7498,13000.0,13000.0,0.016525,214.82999999999998
7444,2019-07,7500,1176.0,882.0,0.981036,1153.68
7445,2019-07,7501,750.0,750.0,0.25423,190.67000000000002
7446,2019-07,7502,900.0,800.0,0.38135499999999994,343.22
7447,2019-07,7512,10.0,4.0,6.032,60.32
7448,2019-07,7522,100.0,0.0,0.72,72.0
7449,2019-07,7526,40.0,40.0,11.610169,464.41
7450,2019-07,7528,15.0,15.0,99.15249999999999,1487.3
7451,2019-07,7529,70.0,20.0,19.027983,1331.96
7452,2019-07,7532,25.0,0.0,34.86348,871.58
7453,2019-07,7536,30.0,30.0,14.40996,432.3
7454,2019-07,7579,60.0,60.0,16.949153,1016.95
7455,2019-07,7584,100.0,100.0,3.098304,309.83
7456,2019-07,7585,84.0,84.0,3.297002,276.95
7457,2019-07,7591,150.0,0.0,1.486015,222.9
7458,2019-07,7593,400.0,400.0,0.4661,186.44
7459,2019-07,7596,100.0,0.0,1.33874,133.87
7460,2019-07,7605,60.0,0.0,7.00104,420.06
7461,2019-07,7607,64.0,61.0,10.161,650.3
7462,2019-07,7608,400.0,400.0,0.2331,93.24
7463,2019-07,7609,380.0,120.0,1.8500000000000003,703.0
7464,2019-07,7613,300.0,300.0,1.037869,311.36
7465,2019-07,7614,20.0,10.0,11.864389,237.29
7466,2019-07,7615,12.0,12.0,23.339589,280.08
7467,2019-07,7616,10.0,10.0,37.502406,375.02
7468,2019-07,7625,15.0,15.0,91.5254,1372.89
7469,2019-07,7627,200.0,0.0,0.680896,136.18
7470,2019-07,7631,61.0,61.0,8.0508,491.1
7471,2019-07,7639,30.0,30.0,1.299849,39.0
7472,2019-07,7645,18.0,18.0,19.063665,343.15
7473,2019-07,7646,8.0,8.0,45.0756,360.61
7474,2019-07,7649,20.0,20.0,15.582441,311.65
7475,2019-07,7658,200.0,200.0,0.381356,76.27
7476,2019-07,7675,15.0,15.0,3.3055,49.59
7477,2019-07,7684,100.0,100.0,0.400003,40.0
7478,2019-07,7686,100.0,100.0,0.13983,13.98
7479,2019-07,7689,4.0,2.0,7.2034,28.82
7480,2019-07,7693,60.0,48.0,1.5254,91.53
7481,2019-07,7696,5.0,4.0,47.1096,235.55
7482,2019-07,7697,15.0,0.0,61.6124,924.19
7483,2019-07,7698,1700.0,1700.0,0.30508,518.64
7484,2019-07,7715,200.0,0.0,1.321596,264.32
7485,2019-07,7716,30.0,30.0,7.918022,237.54
7486,2019-07,7717,43.0,8.0,24.41799,1093.24
7487,2019-07,7718,14.0,14.0,21.326976,298.58000000000004
7488,2019-07,7721,6.0,6.0,13.889085,83.33
7489,2019-07,7729,90.0,90.0,3.83918,345.53
7490,2019-07,7732,200.0,200.0,0.025423,5.08
7491,2019-07,7740,210.0,210.0,0.4068,85.43
7492,2019-07,7746,79.0,79.0,182.2034,14394.07
7493,2019-07,7751,5.0,0.0,29.07,145.35
7494,2019-07,7771,10.0,0.0,7.101866,71.02
7495,2019-07,7775,90.0,90.0,7.550139,679.51
7496,2019-07,7786,15.0,15.0,27.6,414.0
7497,2019-07,7810,400.0,400.0,0.604381,241.76
7498,2019-07,7813,60.0,60.0,1.985845,119.15
7499,2019-07,7824,50.0,50.0,2.330508,116.53
7500,2019-07,7828,6.0,6.0,2.202684,13.22
7501,2019-07,7831,56.0,0.0,3.046711,170.62
7502,2019-07,7839,20.0,20.0,8.999762,180.0
7503,2019-07,7842,400.0,400.0,0.2966,118.64
7504,2019-07,7844,90.0,0.0,4.654026,418.86
7505,2019-07,7866,200.0,200.0,2.4576,491.52
7506,2019-07,7867,5.0,5.0,0.762712,3.81
7507,2019-07,7870,24.0,24.0,1.272317,30.54
7508,2019-07,7877,30.0,30.0,3.532374,105.97
7509,2019-07,7880,5.0,0.0,25.285975,126.43
7510,2019-07,7885,210.0,210.0,7.061264,1482.87
7511,2019-07,7886,10.0,10.0,10.266165,102.66
7512,2019-07,7889,2200.0,400.0,0.508475,1118.6599999999999
7513,2019-07,7894,56.0,56.0,8.474575,474.58
7514,2019-07,7895,140.0,140.0,8.468813,1185.63
7515,2019-07,7902,100.0,90.0,2.240499,224.05
7516,2019-07,7911,140.0,140.0,7.638629,1069.41
7517,2019-07,7912,196.0,196.0,7.638668,1497.18
7518,2019-07,7916,10.0,10.0,8.228136,82.28
7519,2019-07,7923,25.0,25.0,5.966,149.15
7520,2019-07,7925,91.0,91.0,139.8305,12724.57
7521,2019-07,7926,20.0,20.0,14.449743,289.0
7522,2019-07,7933,38.0,38.0,211.8644,8050.85
7523,2019-07,7937,550.0,550.0,0.9039829999999999,497.20000000000005
7524,2019-07,7945,10.0,0.0,30.3525,303.53
7525,2019-07,7953,145.0,145.0,1.8644,270.34
7526,2019-07,7958,3.0,0.0,24.721366,74.16
7527,2019-07,7965,10250.0,10250.0,1.16,11890.0
7528,2019-07,7969,100.0,100.0,0.950129,95.01
7529,2019-07,7970,10.0,0.0,5.9304,59.3
7530,2019-07,7972,100.0,0.0,1.186441,118.64
7531,2019-07,7979,102.0,102.0,38.983051,3976.2799999999997
7532,2019-07,7980,69.0,69.0,38.983051,2689.82
7533,2019-07,7988,2.0,2.0,9.918,19.84
7534,2019-07,7995,50.0,0.0,3.73,186.5
7535,2019-07,7998,200.0,200.0,1.919593,383.92
7536,2019-07,8003,3.0,0.0,84.531264,253.59
7537,2019-07,8004,3.0,1.0,102.891789,308.68
7538,2019-07,8011,5.0,5.0,94.916808,474.58
7539,2019-07,8020,200.0,200.0,2.500586,500.12
7540,2019-07,8043,100.0,100.0,2.29961,229.96
7541,2019-07,8064,119.0,119.0,3.838574,456.78999999999996
7542,2019-07,8065,4.0,4.0,1101.6949,4406.78
7543,2019-07,8069,10.0,10.0,13.44717,134.47
7544,2019-07,8070,119.0,119.0,4.500621499999999,535.57
7545,2019-07,8124,30.0,30.0,109.994688,3299.8500000000004
7546,2019-07,8126,35.0,35.0,52.541775,1838.9699999999998
7547,2019-07,8127,15.0,0.0,17.081,256.22
7548,2019-07,8138,300.0,300.0,0.677981,203.39999999999998
7549,2019-07,8139,140.0,140.0,1.5235,213.29
7550,2019-07,8140,140.0,45.0,2.9986,419.8
7551,2019-07,8143,1.0,1.0,3511.0,3511.0
7552,2019-07,8144,1.0,1.0,2660.0,2660.0
7553,2019-07,8149,12.0,12.0,4.2364,50.83
7554,2019-07,8150,100.0,100.0,1.0508,105.08
7555,2019-07,8151,600.0,600.0,0.37288000000000004,223.73
7556,2019-07,8154,35.0,32.0,8.308938,290.81
7557,2019-07,8155,15.0,4.0,8.473392,127.1
7558,2019-07,8157,10.0,10.0,8.49927,84.99
7559,2019-07,8160,20.0,0.0,1.2288,24.58
7560,2019-07,8161,10.0,10.0,9.5,95.0
7561,2019-07,8188,23.0,23.0,10.172904,233.98
7562,2019-07,8191,60.0,60.0,0.7334,44.0
7563,2019-07,8194,5.0,0.0,1.285666,6.43
7564,2019-07,8199,60.0,60.0,105.93,6355.799999999999
7565,2019-07,8203,600.0,600.0,0.3305,198.3
7566,2019-07,8206,216.0,216.0,3.749654,809.9300000000001
7567,2019-07,8212,30.0,30.0,0.266646,8.0
7568,2019-07,8222,200.0,200.0,0.315558,63.12
7569,2019-07,8233,15.0,15.0,7.999992,120.0
7570,2019-07,8249,60.0,60.0,1.6076,96.46
7571,2019-07,8271,42.0,42.0,1.33168,55.93
7572,2019-07,8272,5.0,5.0,19.490359,97.45
7573,2019-07,8281,60.0,60.0,4.043162,242.59
7574,2019-07,8282,5.0,0.0,16.933,84.67
7575,2019-07,8284,16.0,16.0,277.999344,4448.0
7576,2019-07,8285,33.0,33.0,156.787,5173.98
7577,2019-07,8290,120.0,90.0,2.704671,324.56
7578,2019-07,8301,84.0,84.0,11.98,1006.3199999999999
7579,2019-07,8304,114.0,15.0,22.1964068,2336.3199999999997
7580,2019-07,8306,120.0,120.0,0.76,91.2
7581,2019-07,8307,90.0,90.0,0.763305,68.7
7582,2019-07,8308,90.0,90.0,13.11,1179.9
7583,2019-07,8316,150.0,150.0,2.902017,435.3
7584,2019-07,8318,210.0,210.0,3.813276,800.79
7585,2019-07,8325,580.0,580.0,1.652498,958.4499999999999
7586,2019-07,8332,24.0,10.0,11.351284,276.34
7587,2019-07,8339,120.0,0.0,1.200017,144.0
7588,2019-07,8341,300.0,300.0,3.077306,923.19
7589,2019-07,8342,150.0,0.0,1.300084,195.01
7590,2019-07,8344,30.0,30.0,3.613975,108.42
7591,2019-07,8350,20.0,0.0,14.51758,290.35
7592,2019-07,8359,6920.0,6900.0,0.27118,1876.5700000000002
7593,2019-07,8385,112.0,112.0,4.067712,455.59000000000003
7594,2019-07,8388,8.0,8.0,7.16,57.28
7595,2019-07,8400,210.0,140.0,2.1070712499999997,439.98
7596,2019-07,8401,870.0,870.0,1.191314,1036.44
7597,2019-07,8403,15.0,15.0,46.60329,699.05
7598,2019-07,8404,18.0,18.0,34.72875,625.12
7599,2019-07,8636,17.0,17.0,46.436,789.41
7600,2019-07,8742,96.0,84.0,3.973655,381.48
7601,2019-07,8764,30.0,30.0,76.2711,2288.13
7602,2019-07,8832,1.0,0.0,25.764,25.76
7603,2019-07,8918,300.0,200.0,0.152574,45.77
7604,2019-07,8919,1680.0,1680.0,0.285,478.80000000000007
7605,2019-07,8920,500.0,500.0,0.296598,148.3
7606,2019-07,8921,480.0,480.0,0.226108,108.53
7607,2019-07,8922,15.0,15.0,2.9665,44.5
7608,2019-07,8923,40.0,0.0,2.2044,88.16999999999999
7609,2019-07,8924,56.0,0.0,2.9659999999999997,166.1
7610,2019-07,8935,11.0,0.0,3.8136,41.95
7611,2019-07,8972,25.0,25.0,12.711864,317.8
7612,2019-07,8973,50.0,50.0,10.1695,508.48
7613,2019-07,8980,110.0,110.0,38.135593,4194.91
7614,2019-07,9000,5.0,5.0,46.605085,233.03
7615,2019-07,9022,300.0,100.0,0.335189,100.56
7616,2019-07,9048,150.0,0.0,0.711907,106.78999999999999
7617,2019-07,9049,360.0,360.0,1.322105,475.96
7618,2019-07,9050,660.0,600.0,0.50875,335.78
7619,2019-07,9052,13.0,7.0,16.5254,214.82999999999998
7620,2019-07,9053,400.0,300.0,0.64024,256.09
7621,2019-07,9057,5.0,5.0,19.602,98.01
7622,2019-07,9075,10.0,10.0,3.800244,38.0
7623,2019-07,9076,1500.0,1500.0,0.490028,735.04
7624,2019-07,9079,20.0,20.0,57.0,1140.0
7625,2019-07,9082,300.0,300.0,0.530071,159.02
7626,2019-07,9092,500.0,0.0,0.35008,175.04
7627,2019-07,9094,700.0,700.0,0.080559,56.39
7628,2019-07,9095,1200.0,1200.0,0.074991,89.99
7629,2019-07,9110,30.0,30.0,14.8729,446.19
7630,2019-07,9111,30.0,30.0,156.77966,4703.39
7631,2019-07,9120,9.0,9.0,12.000358,108.0
7632,2019-07,9124,400.0,400.0,0.19074,76.3
7633,2019-07,9125,1000.0,1000.0,0.120336,120.34
7634,2019-07,9127,700.0,700.0,0.12711,88.98
7635,2019-07,9128,200.0,200.0,0.07,14.0
7636,2019-07,9130,10.0,10.0,2.542869,25.43
7637,2019-07,9131,200.0,200.0,0.122849,24.57
7638,2019-07,9135,120.0,120.0,0.395437,47.45
7639,2019-07,9140,400.0,400.0,0.04746,18.98
7640,2019-07,9160,500.0,500.0,0.0508,25.4
7641,2019-07,9166,38.0,0.0,11.86,450.68
7642,2019-07,9167,500.0,480.0,0.48,240.0
7643,2019-07,9175,100.0,100.0,0.3559,35.59
7644,2019-07,9194,12.0,12.0,30.51022,366.12
7645,2019-07,9203,15.0,5.0,1.9491304999999999,28.39
7646,2019-07,9205,60.0,0.0,7.19,431.4
7647,2019-07,9220,100.0,0.0,0.161,16.1
7648,2019-07,9249,300.0,300.0,0.1525,45.75
7649,2019-07,9255,40.0,40.0,2.9661005,118.64
7650,2019-07,9258,60.0,0.0,0.833283,50.0
7651,2019-07,9261,10.0,10.0,25.423728,254.24
7652,2019-07,9297,175.0,175.0,4.252529,744.19
7653,2019-07,9298,84.0,84.0,2.965357,249.09
7654,2019-07,9299,98.0,98.0,3.135,307.23
7655,2019-07,9304,40.0,40.0,8.474576,338.98
7656,2019-07,9308,600.0,600.0,2.499761,1499.87
7657,2019-07,9311,2600.0,1000.0,0.12005633333333333,312.71
7658,2019-07,9327,200.0,200.0,0.050847,10.17
7659,2019-07,9344,200.0,200.0,0.55007,110.02
7660,2019-07,9358,30.0,30.0,23.728814,711.87
7661,2019-07,9359,40.0,40.0,11.610169,464.4
7662,2019-07,9360,160.0,48.0,1.482975,237.27
7663,2019-07,9364,30.0,22.0,8.896678,266.9
7664,2019-07,9365,15.0,10.0,9.322173,139.82999999999998
7665,2019-07,9369,5.0,5.0,12.204,61.02
7666,2019-07,9373,800.0,800.0,0.2288,183.04
7667,2019-07,9409,200.0,0.0,0.161016,32.2
7668,2019-07,9410,100.0,0.0,0.088983,8.9
7669,2019-07,9412,5.0,5.0,15.6779,78.39
7670,2019-07,9413,100.0,50.0,0.7627,76.27
7671,2019-07,9447,13.0,13.0,8.4994,110.49
7672,2019-07,9467,5.0,1.0,5.607,28.04
7673,2019-07,9482,30.0,30.0,121.10686666666668,3633.21
7674,2019-07,9488,26.0,22.0,508.47457733333334,13220.35
7675,2019-07,9493,700.0,700.0,0.677952,474.57
7676,2019-07,9494,1800.0,1800.0,0.279661,503.40000000000003
7677,2019-07,9495,450.0,450.0,0.677966,305.09
7678,2019-07,9496,10.0,10.0,1.110169,11.1
7679,2019-07,9497,1000.0,700.0,1.016949,1016.94
7680,2019-07,9498,2000.0,2000.0,0.466101,932.2
7681,2019-07,9508,60.0,60.0,15.677966,940.68
7682,2019-07,9513,50.0,50.0,23.728814,1186.44
7683,2019-07,9514,300.0,200.0,0.762712,228.81
7684,2019-07,9525,400.0,400.0,0.237288,94.92
7685,2019-07,9527,1300.0,1300.0,0.305084,396.61
7686,2019-07,9528,800.0,800.0,0.271186,216.95
7687,2019-07,9529,100.0,100.0,1.313559,131.36
7688,2019-07,9530,120.0,120.0,1.186441,142.37
7689,2019-07,9531,240.0,240.0,1.016949,244.07
7690,2019-07,9534,120.0,120.0,1.666666,200.0
7691,2019-07,9538,1.0,1.0,5033.898305,5033.9
7692,2019-07,9545,1300.0,1300.0,0.083,107.9
7693,2019-07,9546,400.0,400.0,0.127118,50.85
7694,2019-07,9547,800.0,800.0,1.355932,1084.75
7695,2019-07,9554,60.0,60.0,1.613041,96.78
7696,2019-08,6325,40.0,40.0,13.549732,541.98
7697,2019-08,6350,5.0,5.0,10.54,52.7
7698,2019-08,6352,300.0,260.0,0.650038,195.01
7699,2019-08,6354,200.0,200.0,1.105,221.0
7700,2019-08,6356,300.0,300.0,0.103194,30.96
7701,2019-08,6358,60.0,60.0,1.115188,66.91
7702,2019-08,6361,2.0,2.0,16.83,33.66
7703,2019-08,6378,7.0,7.0,13.0587,91.41000000000001
7704,2019-08,6380,8.0,8.0,12.802475,102.42
7705,2019-08,6429,14.0,4.0,17.373372,243.21999999999997
7706,2019-08,6431,20.0,20.0,9.902168,198.04
7707,2019-08,6432,10.0,10.0,3.142519,31.43
7708,2019-08,6434,20.0,20.0,2.8032,56.06
7709,2019-08,6435,3.0,0.0,24.526942,73.58
7710,2019-08,6440,30.0,30.0,6.173298,185.2
7711,2019-08,6446,13.0,13.0,19.483645,253.29000000000002
7712,2019-08,6452,130.0,130.0,25.999599999999997,3379.95
7713,2019-08,6475,1800.0,900.0,0.19383875,348.9
7714,2019-08,6485,900.0,900.0,1.037455,933.71
7715,2019-08,6488,60.0,20.0,23.385472000000004,1403.1299999999999
7716,2019-08,6491,30.0,10.0,17.55952,526.8
7717,2019-08,6492,75.0,45.0,8.267426,610.64
7718,2019-08,6512,300.0,300.0,1.61,483.0
7719,2019-08,6522,1.0,1.0,74.952625,74.95
7720,2019-08,6533,40.0,40.0,4.700372,188.01
7721,2019-08,6539,2.0,2.0,32.001657,64.0
7722,2019-08,6545,30.0,30.0,22.861338,685.84
7723,2019-08,6553,60.0,60.0,1.558877,93.53
7724,2019-08,6561,5.0,5.0,33.1731,165.87
7725,2019-08,6562,150.0,150.0,0.742716,111.41
7726,2019-08,6567,120.0,120.0,2.648657,317.84
7727,2019-08,6569,120.0,120.0,2.543148,305.18
7728,2019-08,6571,150.0,150.0,0.419562,62.93
7729,2019-08,6589,90.0,90.0,0.913866,82.25
7730,2019-08,6625,10.0,10.0,18.300184,183.0
7731,2019-08,6635,15.0,15.0,22.32,334.79999999999995
7732,2019-08,6649,500.0,500.0,1.1,550.0
7733,2019-08,6654,300.0,300.0,0.6804,201.69
7734,2019-08,6655,8.0,8.0,13.344,106.75
7735,2019-08,6663,100.0,100.0,1.036,103.6
7736,2019-08,6664,200.0,200.0,1.617,323.4
7737,2019-08,6673,10.0,10.0,7.743681,77.44
7738,2019-08,6682,4.0,4.0,14.954691,59.82
7739,2019-08,6698,5.0,5.0,20.46,102.30000000000001
7740,2019-08,6722,500.0,400.0,0.711995,356.0
7741,2019-08,6724,40.0,40.0,2.719159,108.77
7742,2019-08,6736,120.0,120.0,3.4,408.0
7743,2019-08,6744,2.0,2.0,16.002007,32.0
7744,2019-08,6748,1560.0,1560.0,2.9,4524.0
7745,2019-08,6751,150.0,150.0,13.279986,1992.0
7746,2019-08,6764,8.0,8.0,23.8624,190.9
7747,2019-08,6779,36.0,36.0,6.02,216.72
7748,2019-08,6780,600.0,600.0,4.0,2400.0
7749,2019-08,6783,300.0,300.0,5.50847,1652.5500000000002
7750,2019-08,6789,100.0,100.0,27.118644,2711.87
7751,2019-08,6791,100.0,100.0,0.1864,18.64
7752,2019-08,6795,300.0,300.0,1.262711,378.81
7753,2019-08,6802,100.0,100.0,1.5254,152.54
7754,2019-08,6818,60.0,60.0,3.576129,214.57
7755,2019-08,6849,350.0,300.0,2.6549563333333333,911.22
7756,2019-08,6856,60.0,60.0,8.335893,500.15
7757,2019-08,6858,5.0,4.0,13.9689,69.84
7758,2019-08,6872,50.0,50.0,3.47,173.5
7759,2019-08,6875,360.0,360.0,3.0,1080.0
7760,2019-08,6876,3804.0,3804.0,2.4,9129.6
7761,2019-08,6878,36.0,36.0,27.118644,976.27
7762,2019-08,6881,50.0,50.0,51.42,2571.0
7763,2019-08,6882,120.0,0.0,0.527368,63.28
7764,2019-08,6884,400.0,400.0,5.7627,2305.09
7765,2019-08,6885,210.0,150.0,1.6949,355.93
7766,2019-08,6891,22.0,22.0,26.6102,585.4200000000001
7767,2019-08,6894,400.0,400.0,0.079995,32.0
7768,2019-08,6903,900.0,900.0,0.2119,190.71
7769,2019-08,6905,10.0,10.0,21.19,211.9
7770,2019-08,6907,20.0,20.0,68.73,1374.6
7771,2019-08,6911,200.0,200.0,2.711864,542.38
7772,2019-08,6913,10.0,0.0,6.880675,68.81
7773,2019-08,6916,600.0,600.0,0.076271,45.760000000000005
7774,2019-08,6920,150.0,150.0,1.694,254.10000000000002
7775,2019-08,6922,500.0,500.0,0.09661,48.3
7776,2019-08,6924,400.0,400.0,0.5763,230.52
7777,2019-08,6929,200.0,200.0,0.406779,81.36
7778,2019-08,6932,200.0,0.0,0.122849,24.57
7779,2019-08,6933,600.0,600.0,0.042394,25.44
7780,2019-08,6942,400.0,350.0,2.3729,949.16
7781,2019-08,6945,240.0,0.0,0.480275,115.27
7782,2019-08,6947,225.0,200.0,1.18644,266.94
7783,2019-08,6948,1100.0,1000.0,0.59322,652.54
7784,2019-08,6949,30.0,30.0,28.488965,854.67
7785,2019-08,6950,150.0,150.0,1.022034,153.3
7786,2019-08,6952,150.0,150.0,3.438232,515.73
7787,2019-08,6954,200.0,200.0,0.084796,16.96
7788,2019-08,6959,800.0,800.0,0.29661,237.28
7789,2019-08,6968,600.0,600.0,0.716724,430.04
7790,2019-08,6973,1000.0,0.0,0.067851,67.86
7791,2019-08,6975,20.0,20.0,3.55927,71.19
7792,2019-08,6980,1800.0,1800.0,1.779661,3203.3900000000003
7793,2019-08,6981,350.0,200.0,0.9322015,326.27
7794,2019-08,6982,600.0,600.0,0.075423,45.25
7795,2019-08,6988,1000.0,1000.0,0.042373,42.37
7796,2019-08,6989,35.0,0.0,1.1017,38.559999999999995
7797,2019-08,6993,300.0,300.0,5.93,1779.0
7798,2019-08,6995,200.0,200.0,0.025424,5.08
7799,2019-08,7007,18.0,6.0,19.285722,347.13
7800,2019-08,7016,50.0,50.0,5.08352,254.18
7801,2019-08,7017,30.0,30.0,15.9712,479.13
7802,2019-08,7021,2.0,2.0,88.749,177.5
7803,2019-08,7025,30.0,30.0,10.974067,329.22
7804,2019-08,7030,12.0,7.0,36.626337,439.52
7805,2019-08,7033,390.0,390.0,4.142233,1615.47
7806,2019-08,7052,1000.0,1000.0,0.1144,114.4
7807,2019-08,7053,300.0,300.0,3.4,1020.0
7808,2019-08,7054,10.0,10.0,16.676382,166.76
7809,2019-08,7055,2500.0,2500.0,0.135593,338.98
7810,2019-08,7056,9.0,9.0,39.996409,359.96999999999997
7811,2019-08,7077,200.0,200.0,0.049152,9.83
7812,2019-08,7081,53.0,33.0,10.724496333333335,567.19
7813,2019-08,7083,1000.0,1000.0,0.539955,539.96
7814,2019-08,7087,2.0,2.0,6.509277,13.02
7815,2019-08,7116,200.0,200.0,1.468886,293.78
7816,2019-08,7119,120.0,120.0,0.811104,97.33
7817,2019-08,7122,200.0,200.0,0.46,92.0
7818,2019-08,7123,200.0,200.0,0.161014,32.2
7819,2019-08,7130,50.0,50.0,22.3383,1116.92
7820,2019-08,7135,20.0,20.0,3.48,69.6
7821,2019-08,7136,4.0,4.0,38.135593,152.54
7822,2019-08,7138,112.0,112.0,7.271703,814.43
7823,2019-08,7142,600.0,500.0,0.805276,483.17
7824,2019-08,7145,1.0,1.0,1884.1095,1884.11
7825,2019-08,7147,3.0,3.0,10.499632,31.5
7826,2019-08,7163,2.0,2.0,36.880477,73.76
7827,2019-08,7179,5.0,0.0,38.418,192.09
7828,2019-08,7184,10.0,10.0,19.35,193.5
7829,2019-08,7185,20.0,20.0,27.7966,555.93
7830,2019-08,7190,1000.0,1000.0,1.076017,1076.02
7831,2019-08,7196,300.0,300.0,0.204686,61.41
7832,2019-08,7200,200.0,120.0,0.112,22.4
7833,2019-08,7202,20.0,20.0,27.11864,542.37
7834,2019-08,7205,10.0,0.0,1.0169,10.17
7835,2019-08,7206,10.0,0.0,1.2712,12.71
7836,2019-08,7216,19.0,19.0,22.79,433.01
7837,2019-08,7221,50.0,50.0,1.161016,58.05
7838,2019-08,7239,10.0,10.0,93.2203,932.2
7839,2019-08,7240,6.0,6.0,84.7458,508.48
7840,2019-08,7245,10.0,10.0,13.56,135.6
7841,2019-08,7252,100.0,100.0,15.0,1500.0
7842,2019-08,7256,300.0,300.0,1.6102,483.06
7843,2019-08,7263,800.0,800.0,2.528983,2023.19
7844,2019-08,7268,120.0,120.0,1.93965,232.76
7845,2019-08,7273,15.0,15.0,8.48,127.2
7846,2019-08,7276,300.0,0.0,1.48344,445.03
7847,2019-08,7288,220.0,220.0,7.203388999999999,1584.75
7848,2019-08,7291,208.0,208.0,1.552319,322.88
7849,2019-08,7301,200.0,200.0,2.9661,593.22
7850,2019-08,7316,800.0,800.0,0.11864400000000001,94.91000000000001
7851,2019-08,7319,120.0,120.0,2.748474,329.82
7852,2019-08,7321,52.0,52.0,10.398266666666666,547.8900000000001
7853,2019-08,7324,90.0,90.0,1.8472,166.25
7854,2019-08,7327,20.0,0.0,1.6,32.0
7855,2019-08,7332,100.0,100.0,0.0975,9.75
7856,2019-08,7333,100.0,100.0,0.245763,24.58
7857,2019-08,7334,23.0,23.0,3.135,72.11
7858,2019-08,7337,50.0,50.0,2.5432,127.16
7859,2019-08,7347,10.0,10.0,10.0,100.0
7860,2019-08,7350,10.0,10.0,7.352913,73.53
7861,2019-08,7353,600.0,0.0,0.072025,43.22
7862,2019-08,7354,6.0,6.0,7.545,45.27
7863,2019-08,7356,1300.0,0.0,0.5085,661.05
7864,2019-08,7358,200.0,200.0,3.5797,715.94
7865,2019-08,7369,20.0,20.0,12.7119,254.24
7866,2019-08,7371,30.0,30.0,3.765717,112.97
7867,2019-08,7374,300.0,300.0,8.8983,2669.49
7868,2019-08,7378,3.0,3.0,25.4364,76.31
7869,2019-08,7382,100.0,100.0,0.649762,64.98
7870,2019-08,7384,480.0,480.0,2.704987,1298.39
7871,2019-08,7386,26.0,26.0,36.809524,957.0500000000001
7872,2019-08,7387,40.0,40.0,3.000375,120.01
7873,2019-08,7408,750.0,600.0,2.895,2171.25
7874,2019-08,7416,238.0,238.0,0.7568755,180.1
7875,2019-08,7432,800.0,800.0,0.44064,352.52
7876,2019-08,7441,3800.0,1200.0,0.183621,697.77
7877,2019-08,7443,700.0,700.0,23.30506325,16101.68
7878,2019-08,7444,80.0,80.0,107.5423715,8603.4
7879,2019-08,7452,10.0,0.0,8.14,81.4
7880,2019-08,7458,64.0,64.0,84.743679,5423.58
7881,2019-08,7459,600.0,600.0,2.118644,1271.19
7882,2019-08,7464,2.0,2.0,5.0901,10.18
7883,2019-08,7476,410.0,406.0,1.1805,484.01
7884,2019-08,7477,530.0,530.0,15.2542,8084.7300000000005
7885,2019-08,7478,100.0,0.0,13.3,1330.0
7886,2019-08,7487,5.0,5.0,33.681627,168.41
7887,2019-08,7498,31000.0,31000.0,0.016525,512.28
7888,2019-08,7500,588.0,588.0,0.981036,576.84
7889,2019-08,7501,1000.0,1000.0,0.25423,254.23
7890,2019-08,7502,1000.0,1000.0,0.38135499999999994,381.36
7891,2019-08,7512,4.0,4.0,8.616949,34.47
7892,2019-08,7522,1500.0,1500.0,0.7200000000000001,1080.0
7893,2019-08,7528,21.0,18.0,103.02661428571427,2183.91
7894,2019-08,7529,60.0,60.0,19.027966,1141.68
7895,2019-08,7532,12.0,0.0,34.86348,418.36
7896,2019-08,7543,200.0,200.0,6.3559,1271.18
7897,2019-08,7556,50.0,0.0,12.7119,635.6
7898,2019-08,7579,61.0,61.0,16.949153,1033.9
7899,2019-08,7584,480.0,80.0,3.098304,1487.19
7900,2019-08,7590,196.0,196.0,1.589285,311.5
